course_code,title,terms_offered,credits,terms_credits_raw,offering_notes,signature_program,signature_program_required,section_blurb,full_description,bleed_removed
LA452HO,"EPIC NARRATIVES, PERSONAL SUBNARRATIVES, HONORS",Winter Term,1,Winter Term; 1 course credit,,,False,,"The hallmarks of epic poems include their elevated style, focus on the exploits of a hero, and scope as a representation of one’s own people. This course will help students unpack how individual poets’ personal styles and influences, while writing in a singular meter (dactylic hexameter), illuminate subtle messages while purporting to represent Rome as a singular society. We will focus on three poets and extended excerpts from their most well-known works, namely Vergil and his Aeneid, Ovid and the Metamorphoses, and Lucretius. Students will hone their critical reading skills and engage with secondary research to uncover the distinct voices of the authors and their agendas. Using the Homeric epics the Iliad and the Odyssey as backdrops, students will understand the historical development of the genre over a thousand years and examine their collective influence across space and time. Additional aspects of the study of epic poetry will include Stoicism vs. Epicureanism, moral reasoning, and political subversion. Open to students who have distinguished themselves at the 300 level or its equivalent and have the permission of the department.",
LA453HO,"LYRIC POETRY AND THE QUEST FOR THE SELF, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"Lyric poetry originates in a tradition of performers expressing themselves with musical accompaniment, most often the lyre. Closely connected to epic poetry, lyric expands the poetic tradition into new territory, emphasizing personal voice, emotion, and the individual’s relationship to society. In this course, students will read poems by authors who shaped and transformed poetic meters, innovating the genre and influencing literary traditions across Europe and beyond. With a primary focus on Catullus and Horace, students will analyze lyric poetry through literary criticism and the historical evolution of poetic form. These readings will be complemented by selections from other influential poets, including Propertius, Ovid, Sulpicia, Tibullus, and Martial. Students will also engage with commentaries and secondary scholarship to situate Roman lyric within the broader poetic traditions of the Mediterranean and Middle East. Additional topics include Hellenistic models, Epicurean thought, mimesis, and issues of translation. Open to students who have distinguished themselves at the 300 level or its equivalent and have the permission of the department. LATIN LITERATURE, HONORS In this honors sequence, students examine the founding myth of Rome and the birth of the Roman Empire and expand on a variety of themes: what it means to be Roman, the view of “the other,” the relationship between humans and gods, the implications of war, and the development of empire. These courses may be taken as a year-long sequence or individually as term electives. They are not required to be taken in sequential order.",
LA556HO,"THE BIRTH OF THE EMPIRE, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"In this honors course, students examine the origins and expansion of the Roman Empire by reading selections from Caesar’s Dē Bellō Gallicō and Pliny’s letters to Trajan. This course addresses the historical background leading to Caesar’s rise to power and the nature of Trajan’s reign through academic articles and podcasts. While reading these texts, students interpret the text through a variety of themes: genre, Roman values in contrast to those of “the other,” and the implications of building and expanding an empire. Students will also encounter the texts of other Latin authors, including Catullus, Cicero, Tacitus and Suetonius, to deepen student understanding of the themes emerging in these historical periods. Open to students who have distinguished themselves at the 400 level or its equivalent and have the permission of the department.",
LA557HO,"THE MYTH OF EMPIRE, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"In this honors course, students examine the mythology of the Roman Empire by reading extensive selections of Virgil’s Aeneid. In their encounter with epic poetry, students address the role and impact of this text, both culturally and politically, in the time of Augustus. Themes discussed will include: the intersection between mythology and propaganda, the interplay between gods and men, and the image of Rome. Open to students who have distinguished themselves at the 400 level or its equivalent and have the permission of the department.",
LA558HO,"THE CONSEQUENCE OF EMPIRE, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"In this honors course, students discuss the challenges of maintaining an empire, incorporating the provinces and its peoples and practices into Rome, and ensuring the hereditary claim to the Principate. Attention will be given to the importance of image through sculptural and architectural programs, to the effects of Romanization in the Empire, and to the use of Latin to commemorate and comment upon later historical events and figures. Students explore poetry and prose, letters and biography, from Pliny and Suetonius through Neo-Latin. Open to students who have distinguished themselves at the 400 level or its equivalent and have the permission of the department. TOPICS IN ANCIENT ROMAN LITERATURE This sequence of intensive reading courses presents three distinct elements of Ancient Roman literature in a seminar-style class. The sequence focuses on reading ancient sources while analyzing them through the lens of modern critics. Advanced reading and translation skills are necessary. Open to students who have distinguished themselves at the 500 level or its equivalent and have the permission of the department. These courses may be taken as a year-long sequence or individually as term electives. They are not required to be taken in sequential order.",
LA651HO,"TRANSFORMATIONS AND TRAVEL IN THE ANCIENT MEDITERRANEAN: APULEIUS’ METAMORPHOSES, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"What shapes us? How do we see the world around us? This course will delve into these personal questions by exploring ancient stories of transformation. After a brief study of Ovid’s Metamorphoses, students will immerse themselves into Lucius’ world and his worldview in Apuleius’ Metamorphoses. Students will also explore and discuss the different narrative strategies at play while the narrator travels through the mediterranean and encounters people of varying social status. Practice in storytelling, comparison of transformation stories from other cultures, and critical investigation of humanity and what it means to be human will be the primary aims of this course. WHAT’S SO FUNNY ABOUT ROMAN COMEDY?, HONORS",
LA653HO,"SPECIAL TOPICS IN LATIN, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"This course is designed as a collaborative experience where students take ownership of the curriculum to include topics, themes, and reading that are of particular interest to them. Under the guidance of the teacher, students present their topics of interest at the beginning of the course and decide the readings on which they will focus. In previous years, topics explored have included: Roman Elegy; Poetry of Catullus, Tibullus, Sulpicia, Propertius, and Ovid; Lucretius and His Cultural Impact Through the Ages; and Latin Composition. Students can also explore Latinitās Recēns: Latin/ Neo-Latin into the Modern Age.",
MA125,"ALGEBRA I, ACCELERATED",Year,3,Year; 3 course credits,,,False,,"This algebra course focuses on the development of precise and accurate habits of mathematical expression and the application of the tools of algebra to problem solving. Students explore linear relationships in depth, as they graph and solve linear equations, inequalities, and systems of equations - both graphically and analytically. Students also develop the language and notation of functions. Quadratic functions are explored as students learn to graph, find intercepts, and solve equivalent quadratic equations using different approaches. Other topics include properties of exponents, radicals, factoring, and simple rational equations. Students are also challenged to become more independent learners and to make connections between different mathematical concepts. Open to students by the recommendation of the department.",
MA200,GEOMETRY,Year,3,Year; 3 course credits,,,False,,"In this course, students are given a thorough introduction to Euclidean Geometry. In addition to learning to write deductive arguments, they are involved in discovering and exploring concepts that relate geometry to the real world and to other disciplines by doing individual and group projects. Students also review and strengthen algebra skills through problem solving and coordinate geometry. Open to students who have completed Algebra I.",
MA250HO,"GEOMETRY, HONORS",Year,3,Year; 3 course credits,,,False,,"This course offers a formal deductive approach to the study of Euclidean Geometry in two and three dimensions. From the outset, students focus on writing rigorous geometric arguments using a variety of techniques. Students are expected to use algebraic techniques to solve numerical problems. Open to students who have completed Algebra I and have the permission of the department. ALGEBRA II Three terms; 1 course credit (each term) MA301 (Fall); MA302 (Winter); MA303 (Spring) This second-year algebra sequence begins with a study of functions: graph transformations, domain and range, and graphical analysis. This is followed by a more in-depth study of several major families of functions: linear, quadratic, polynomial, rational, exponential, and logarithms. In each unit students circle back to the basic rules of transformations, while focusing on characteristics, properties, and laws governing each new function. In addition, students learn to find the inverse of each function and discuss the characteristics and associated graphs. This information is then applied to solving equations of each function type and some inequalities. Algebraic skills pertaining to exponents and radicals are revisited and built upon. Technology is used both to enhance understanding of these topics and to increase knowledge of their use. Open to students who have completed Algebra I and Geometry. ALGEBRA II, ACCELERATED Three terms; 1 course credit (each term) MA331 (Fall); MA332 (Winter); MA333 (Spring) This second-year algebra sequence covers all of the topics in the MA301 sequence, but at a faster pace and in more detail. Matrices are introduced as a tool for various applications and for solving systems. Time permitting, the course also includes a study of sequences and series. Emphasis is placed on developing sound analytical and problem-solving techniques. Open to students who have completed Algebra I, Geometry, and have the permission of the department. ALGEBRA II, HONORS Three terms; 1 course credit (each term) MA351HO (Fall); MA352HO (Winter); MA353HO (Spring) This course includes a review of algebraic expressions, inequalities, absolute value, exponential rules, factoring, and complex fractions. This is enhanced by a study of linear equations, functions, and systems. Matrix algebra is introduced, including applications. A thorough study of quadratic functions is undertaken followed by polynomial functions and associated theorems. Other topics include permutations, combinations, radical functions, rational exponents, functional composition, and inverses. The course continues with an in-depth study of exponential and logarithmic functions. Students analyze the conic sections, and the course includes a study of sequences and series. Other topics include permutations, combinations, radical functions, rational exponents, functional composition, and inverses. Students are encouraged throughout to think independently and are expected to be able to expand their knowledge by applying the basic concepts in new and productive ways. Technology is required and is used regularly to analyze data and to discover new concepts by identifying patterns and by making and testing conjectures. Open to students who have completed Algebra I, Geometry, Honors (MA250HO), and have the permission of the department. FUNDAMENTALS OF PRECALCULUS Three terms; 1 course credit (each term) MA421 (Fall); MA422 (Winter); MA423 (Spring) This three-term course is designed for the student who wants to continue beyond math department diploma requirements, but for whom the advanced or honors precalculus courses are not appropriate. Functions are studied extensively, including quadratic, polynomial, exponential, logarithmic, and trigonometric functions. Emphasis is placed on solving equations, analyzing functions, and transforming graphs while reinforcing algebraic problem-solving skills. Students may receive course credit for the first one or two terms without completing the sequence, but they must begin in the fall term. Open to students who have completed the Algebra II (MA301) sequence. Note: This course does not lead directly to calculus at Choate. Traditionally, students follow this course with either the Data Science (MA441) sequence, or with departmental permission, the Precalculus, Advanced (MA435AD) sequence.",
MA426AD,FINANCIAL ALGEBRA,Winter term,1,Winter term; 1 course credit,,,False,,"This course examines the mathematics of personal finance, with an emphasis on solving practical and applicable problems. Fundamental financial topics are explored, including time value of money, present value, annuities, amortization, present value of annuities, and the power of compounding. Students learn about various financial challenges that they will face during their adult lives such as buying a car and/or house, saving for college and/or retirement, implications of taxes, and how to use credit. Students explore sources and challenges of financial inequities of our society through projects that build upon the tools learned. Projects may include family wealth tied to owning a home, fair tax vs. current U.S. tax system, the possible link between inequity and credit scores, or place as a determiner of one’s health, wealth, and education. Spreadsheets are the primary calculation tool for the class, and students will increase their proficiency and skill as the class progresses. Applications of statistics and probability are worked in through numerous projects. Open to students who have completed the Fundamentals of Precalculus (MA421) sequence or higher. DATA SCIENCE Three terms; 1 course credit (each term) MA441 (Fall); MA442 (Winter); MA443 (Spring) This three-term course is designed to offer background and preparation for college statistics courses required for many majors. The course focuses on gathering, organizing, simplifying, analyzing, displaying, and interpreting data. Applications for statistics and the use of modern statistical packages frame the presentation of materials. Extensive use of large publicly available data sets provides students with a clear understanding of the ways that statistics are used in business, medicine, the natural and social sciences, policy making, and sports. Topics include descriptive statistics and exploratory data analysis, design of experiments, sampling distributions and estimation, inference and decision making, and fitting models to data. A thorough introduction to probability is also included. Randomness, independence and conditional probability, discrete and continuous probability models, and counting methods are covered. Measuring the probability of an event, interpreting probability, and using probability in decision making are central themes of this course. Students may receive course credit for the first one or two terms without completing the sequence but must begin in the fall term. Open to students who have completed the Algebra II (MA301) sequence or higher. Note: A laptop computer is recommended for this course. Students without one should ask their teacher about using a loaner from ITS. PRECALCULUS Two terms; 1 course credit (each term) MA435AD (Fall); MA445AD (Winter) This course sequence focuses on the study of functions, beginning with a review of quadratics. Students then engage in an in-depth study of trigonometric functions, including the laws of sines and cosines, fundamental trigonometric identities, inverse trigonometric functions, and techniques for solving trigonometric equations and inequalities. Solving equations within family types is explored by tying each to real-world applications. Vectors are also introduced and tied to various applications. The course concludes with students exploring the concept of limits, building off limits in rational functions, and as x approaches infinity. Time permitting, vectors may be incorporated before the limit introduction. This course is designed to prepare students for either Calculus, Advanced (MA502AD), Calculus AB, Honors (MA511HO), Statistics, Honors (MA521HO), or Computer Science, Honors (CS550HO). Open to students who have completed the Algebra II, Accelerated (MA331) sequence or higher and have the permission of the department. Note: This course is followed in the spring by the first term of Calculus, Advanced (MA502AD) or the first term of Calculus AB, Honors (MA511HO). PRECALCULUS, HONORS Two terms; 1 course credit (each term) MA450HO (Fall); MA460HO (Winter) The topics of the Precalculus, Advanced (MA435AD) sequence are studied in greater depth, including a more intensive study of graphs of combinations of functions, the inverse trigonometric functions, identities, and trigonometric equations. In addition, students are regularly expected to solve more challenging and complex problems, including proofs. Polar coordinates, polar graphs, and the polar form of complex numbers are studied. Other topics include DeMoivre’s Theorem, sequences and series, limits of sequences, limits of functions of a real variable, vectors, and parametric equations in the plane. A review of conic sections is included, as needed. This course is designed to prepare students for the Calculus BC, Honors (MA561HO) sequence. Open to students who have completed the Algebra II, Honors (MA351HO) sequence and have the permission of the department. Note: The second term of this course focuses on the building blocks needed in the Calculus BC, Honors (MA561HO) sequence. Therefore, students who intend to take the Calculus AB, Honors (MA511HO) sequence would be better served by taking the Precalculus, Advanced (MA435AD) sequence. CALCULUS Four terms; 1 course credit (each term) MA502AD (Spring); MA503AD (Fall), MA504AD (Winter), MA505AD (Spring) This four-term sequence provides students with an introduction to calculus concepts, skills, and applications. The first term begins with a review of essential functions, notation, graphs, and composition. It is followed by an extensive study of limits through intuitive, graphical, and numerical approaches and concludes with the introduction to the derivative as an instantaneous rate of change. During the second term, the derivative is explored further through differentiation rules, techniques, and applications. The third term introduces integration as the inverse process of differentiation and explores its applications to accumulation and area. The sequence concludes by looking at volume in depth as well as by diving into applications across disciplines through optimization, related rates, physical applications of the derivative and, time permitting, with an introduction to differential equations. As students move through the four-course sequence, emphasis moves from building a solid conceptual foundation using technology and visualization, to emphasis on problem-solving and applications across disciplines and concludes with a project. Open to students who have completed the Precalculus, Advanced (MA435AD) sequence or higher and have the permission of the department. Note 1: This course is open only to students who were enrolled at Choate for the 2025-2026 academic year. Students entering Choate for 2026-2027 should enroll in the MA507AD sequence. Note 2: Students may not enter MA503AD without successfully completing MA502AD, MA511HO, or MA531HO, may not enter MA504AD without successfully completing MA503AD, MA512HO, or MA532HO, and may not enter MA505AD without successfully completing MA504AD or MA513HO. CALCULUS Three terms; 1 course credit (each term) MA507AD (Fall); MA508AD (Winter); MA509AD (Spring) This three-term sequence covers several of the topics included in an introductory college-level calculus course but without the rigorous emphasis on theory or symbolic manipulation. The sequence incorporates more practical applications than Calculus AB, Honors (MA531HO). Open to students who have completed the Precalculus, Advanced (MA435AD) sequence or higher and have the permission of the department. Note 1: This course is only open to students who are new to Choate for 2026-2027 or were off campus for the 2026 spring term. Students enrolled at Choate for the duration of the 2025-2026 academic year should enroll in the MA502AD, MA511HO, or MA561HO sequences. Note 2: Students may not enter MA508AD without successfully completing MA507AD or MA531HO, and may not enter MA509AD without successfully completing MA508AD or MA532HO. CALCULUS AB, HONORS Four terms; 1 course credit (each term) MA511HO (Spring); MA512HO (Fall); MA513HO (Winter); MA514HO (Spring) An initial study of functions, limits, and analytical geometry leads to the study of the derivative and differentiation techniques. Functions are explored symbolically, graphically, and numerically, and the relationship between a function and its derivative is carefully developed. Application of the derivative include related rates of change, a formal analysis of local and absolute extreme values, and optimization problems. The concepts of the antiderivative and slope fields are introduced. Students learn to use a Riemann Sums to approximate the area under a curve, after which the concept of the integral is formally defined. Elementary techniques of integration are studied, including integration by substitution and by parts. The integral is studied as an area accumulator, and the Fundamental Theorem of Calculus is explored and applied, as are applications of definite integrals, including finding volumes, arc lengths, and average values of functions. Differential equations are studied. Solutions are considered graphically with slope fields and analytically with separable differential equations. Exponential growth and decay problems are revisited in the context of modeling with differential equations, and the logistic curve is explored. Open to students who have completed the Precalculus, Advanced (MA435AD) sequence or higher and have the permission of the department. Note: This course is open only to students who were enrolled at Choate for the 2025-2026 academic year. Students entering Choate for 2026-2027 should enroll in the MA507AD or MA531HO sequences. CALCULUS AB, HONORS Three terms; 1 course credit (each term) MA531HO (Fall); MA532HO (Winter); MA533HO (Spring) An initial study of functions, limits, and analytical geometry leads to the study of the derivative and differentiation techniques. Functions are explored symbolically, graphically, and numerically, and the relationship between a function and its derivative is carefully developed. Application of the derivative include related rates of change, a formal analysis of local and absolute extreme values, and optimization problems. The concepts of the antiderivative and slope fields are introduced. Students learn to use a Riemann Sums to approximate the area under a curve, after which the concept of the integral is formally defined. Elementary techniques of integration are studied, including integration by substitution and by parts. The integral is studied as an area accumulator, and the Fundamental Theorem of Calculus is explored and applied, as are applications of definite integrals, including finding volumes, arc lengths, and average values of functions. Differential equations are studied. Solutions are considered graphically with slope fields and analytically with separable differential equations. Exponential growth and decay problems are revisited in the context of modeling with differential equations, and the logistic curve is explored. Open to students who have completed the Precalculus, Advanced (MA435AD) sequence or higher and have permission of the department. Note: This course is open only to students who are new to Choate for 2026-2027 or were off campus for the 2026 spring term. Students enrolled at Choate for the duration of the 2025-2026 academic year should enroll in the MA502AD, MA511HO, or MA561HO sequences. CALCULUS BC, HONORS Four terms; 1 course credit (each term) MA561HO (Spring); MA562HO (Fall); MA563HO (Winter); MA564HO (Spring) This four-term sequence introduces students to differential and integral calculus. This course includes the basic topics covered in the Calculus AB, Honors (MA531HO) sequence, as well as techniques of integration using trigonometric substitutions and partial fractions, improper integrals, and Euler’s Method. This course includes a study of infinite sequences and series, Taylor polynomials with the Lagrange form of the remainder, and various techniques of operating on power series. The study of parametrically defined vector functions and polar functions, with applications, are also included. Open to students who have completed the Precalculus, Honors (MA450HO) sequence and have the permission of the department. Note: Students who have taken Calculus AB, Honors (MA531HO) sequence and have the permission of the department may take this course, beginning with the second term. STATISTICS, HONORS Three terms; 1 course credit (each term) MA521HO (Fall); MA522HO (Winter); MA523HO (Spring) This sequence encompasses the material covered in a first-year college-level statistics course that is required for many majors. Using case studies from a variety of disciplines, students explore in detail the background, concepts, and tools for studying data and its variability. The focus of the course is on defining statistical problems, collecting and analyzing the data, interpreting and then drawing conclusions from the results and taking action, and statistical reasoning such as understanding that randomness is not haphazard, utilizing distributions to explain uncertainty, selecting models to increase precision and to reduce bias, and recognizing that correlation is necessary but not sufficient to demonstrate causality. Modern technology is used extensively to manipulate, simulate, and visually display the data. Students may receive course credit for the first one or two terms without completing the sequence, but they must begin in the fall term. Open to students who have completed the Precalculus, Advanced (MA435AD) sequence or higher and have the permission of the department. Note: A laptop computer is recommended for this course. Students without one should ask their teacher about using a loaner from ITS.",
MA575HO,"GAME THEORY, HONORS","Fall, Spring terms",1,"Fall, Spring terms; 1 course credit",,,False,,"This honors elective is an introduction to game theory and strategic thinking. The course covers mathematics — logic, probability, and statistics — with an emphasis on application. Beginning with representations and basic assumptions, including the extensive form, strategies and the normal form, beliefs, mixed strategies, and expected payoffs, and general assumptions and methodology, the course moves on to analyzing behavior in static settings. Dominance and best response, rationalizability and iterated dominance, location and partnership, and Nash equilibrium are covered. Game theory concepts are highly applicable in fields such as economics and business, political science, biology, computer science, and philosophy. Open to students who have completed the Precalculus, Advanced (MA435AD) sequence or higher and have the permission of the department.",
MA585HO,"CRYPTOGRAPHY, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"Students will gain an understanding of different encryption and decryption schemes throughout history, as well as the contexts under which they were developed. From ancient shift ciphers to wartime communication bringing about the birth of computers to modern day public key exchange protocols, the development and use of these cryptosystems is varied and entrenched in historical mathematics. In exploring these encryption and decryption strategies, students will learn about probability and counting, modular arithmetic and exponentiation, the discrete logarithm, algorithmic analysis, computational complexity, and further topics in number theory, discrete mathematics, and computer science. Students of differing mathematical backgrounds will have opportunities to access the material through assignments that cater to both entry-level and advanced exploration. Open to students who have completed the Fundamentals of Precalculus (MA421) sequence or higher and have the permission of the department.",
MA650HO,"LINEAR ALGEBRA, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"This course introduces students to the study of vector spaces over the real numbers, linear mappings between vector spaces, and their matrix representations. Topics include an investigation of ways to represent and analyze lines and planes in space, with frequent use of the scalar product and cross product, the study of subspaces, bases and dimension, the kernel and image of a linear mapping, and determinants. Students are also exposed to examples of more general vector spaces. The theory is applied to the solution of systems of linear equations; other applications (e.g., eigenvalue problems, difference equations, Markov chains) may be considered as time permits. Open to students who have completed the Calculus AB, Honors (MA511HO or MA531HO) sequence or higher and have the permission of the department.",
MA660HO,"APPLIED DIFFERENTIAL EQUATIONS, HONORS",Winter and Spring terms,2,Winter and Spring terms; 2 course credits,,,False,,"This course is designed to introduce students to the fundamentals of differential equations through an applied lens. The main topics will be introduced through a numerical approach before moving towards a more abstract analytical study. This viewpoint aligns with the historical development of the subject and develops a practical understanding of mathematics. Use of modern computational software gives students direct experience with the algorithms that provide solutions to differential equations. Topics will include first and second order differential equations with an emphasis on numerical solutions and their limitations for non-linear cases, systems of differential equations, convolution, the Laplace transform, the Fourier series/transform and its application to physical, electrical, as well as digital linear systems. If time permits, the course will introduce the concept of the partial differential equation with boundary conditions, its formal solution, and its application to one-dimensional heat flow. While a strong background and comfort with Calculus (particularly Taylor Series) is necessary, a brief review of Taylor Series will be included if needed. Open to students who have successfully completed Linear Algebra, Honors (MA650HO) and have the permission of the department.",
MA670HO,"MULTIVARIABLE CALCULUS, HONORS",Winter and Spring terms,2,Winter and Spring terms; 2 course credits,,,False,,"This two-term course builds on the foundation laid in the single- variable calculus and linear algebra courses. Students study the calculus of vector functions, with emphasis on functions defining curves in the plane, as well as curves and surfaces in space. The course treats explicit, parametric, and implicit representations of curves and surfaces, along with their tangent lines and planes. The uses of partial derivatives, directional derivatives, and the gradient are explored. The study of integration includes iterated integrals and multiple integrals, with Fubini’s Theorem tying them together, along with line and surface integrals, culminating with the important theorems of Green and Stokes. Applications include extrema problems (with Lagrange multipliers), volume and surface area, and physical interpretations of the vector field theory. Open to students who have successfully completed both the Calculus BC, Honors (MA561HO) sequence and Linear Algebra, Honors (MA650HO) and have the permission of the department. SEMINARS IN MODERN MATHEMATICS These term courses are designed to provide highly advanced students with an introduction to mathematics beyond the typical secondary curriculum. Students develop an appreciation of formal methods and improve their skill at understanding and constructing proofs. Each seminar includes an investigation of relevant problems and theorems, with some introduction to the mathematicians who posited or proved them. Students may take the first one or two terms without completing the sequence, but they must begin in the fall term.",
MA681HO,"FOUNDATIONS OF MODERN MATHEMATICS, HONORS",Fall term,1,Fall term; 1 course credit,,,False,,"This seminar introduces the development of set theory, including the influence of Dedekind, Cantor, Hilbert, Russell, Gödel, Zermelo, Skolem, and von Neumann. The foundations of the axiomatic structure of mathematics are examined. The power and the fundamental and inescapable faults of this system are also explored, as well as the issue of the connection between reality and mathematics. Topics covered include first-order languages, orderings, cardinality, models, the axiom of choice, and constructing the real number system. Open to students who have completed Multivariable Calculus, Honors (MA670HO) or are currently enrolled in Linear Algebra, Honors (MA650HO) and have the permission of the department.",
MA682HO,"TOPICS IN MODERN MATHEMATICS, HONORS",Winter term,1,Winter term; 1 course credit,,,False,,"This seminar provides a survey of mathematical structures and systems focused on those areas that have given rise to the greatest leaps in understanding in mathematics in the last 100 years. The main concepts of number theory, abstract algebra, topology, combinatorics, and dynamical systems are introduced. Students investigate mathematical structures and properties such as groups, rings, metric space, neighborhood, compactness, open sets, generating functions, recursive functions, and Markov Chains. Open to students who have completed MA681HO and have the permission of the department.",
MA683HO,"RESEARCH TOPICS IN MODERN MATHEMATICS, HONORS",Spring term,1,Spring term; 1 course credit,,,False,,"This seminar guides students in developing their mathematical problem-solving skills. Students work collaboratively toward solutions to problems in modern mathematics, specifically in combinatorics. Students consider different problem-solving approaches and develop their ability to analyze problems. They explore techniques such as changing parameters. identifying sub-problems, and proving lemmas. Several easy-to- comprehend research topics are introduced from which students select problems. Working with other students and faculty, they generate ideas to pursue solutions to these problems. Computer software such as Sage may be used to help students make and test hypotheses. Throughout the term students read papers in mathematics relevant to their problems and make presentations in class to their peers. Open to students who have completed MA682HO and have the permission of the department. Computer Science encourages students to see the world through the lens of algorithms and abstraction. These courses offer students the opportunity to learn the tools that allow them to create relevant and powerful programs. These offerings are designed for students who have an interest in exploring how computers work internally and how to write programs that are efficient and effective.",
MD330HO,"BEHAVIORAL NEUROSCIENCE, HONORS","Winter, Spring terms",1,"Winter, Spring terms; 1 course credit",,,False,,"Neuroscience is one of the fastest growing disciplines in science. The continuous advancement in technology allows us to learn more about the brain and integrates its function with behavior and cognition. This course focuses on the cellular and molecular mechanisms of neural communication, how neurons are connected into circuits with specific inputs and outputs, and how changes in these networks might account for learning/memory. Other subjects include comparative neuroanatomy across vertebrate animals, drugs, behavior, motor systems, and sleep. These topics are supplemented with current research studies and laboratory work including hands-on dissection of a sheep brain. Open to fifth and sixth formers who have completed Anatomy and Physiology or Introduction to Psychology.",
MD340,START-UP DESIGN LAB AND INNOVATION STUDIO,Winter term,1,Winter term; 1 course credit,,,False,,"This course invites students into a world where creative ideas become tangible realities. Through a series of design challenges, students gain hands-on experience with digital fabrication tools such as TinkerCAD, OnShape, and Adobe Illustrator, learning how to turn their ideas and concepts into practical designs. Students will tackle projects ranging from creating their own simple fastener designs, understandable as the basic building blocks in any physical structure, to more complex modular assemblies, which are like putting together a 3D puzzle. These projects emphasize not just precision in design – ensuring every piece fits perfectly – but also the importance of aesthetics, making designs that are not only functional but also visually appealing. This hands-on experience demystifies technical concepts, and an important goal of the course is to make design as accessible and engaging as possible. The course also incorporates interactive elements and Arduino programming, which allows students to create projects that blend art, technology, and practical problem- solving with considerations of how humans will use, interact with, and interpret the designs they create. Students in this course develop essential skills for the modern world: learning that an early failure can provide a helpful path forward, enriching critical and analytical thinking, working with peers in collaborative problem-solving, and spending the time to build with meticulous attention to detail. These skills are vital not only in academic environments but offer students a chance to explore the possibilities of what they are capable of creating and how they can impact the world through thoughtful design. Open to fifth and sixth formers, and fourth formers with the permission of the department.",
MD370,CLIMATE CHANGE: FROM KNOWLEDGE TO ACTION,Winter term,1,Winter term; 1 course credit,,,False,,"Climate change is a defining global problem of the 21st century, touching all aspects of human and nonhuman life. In this course, we grapple with the challenges posed by climate change by exploring its social, political, ethical, and justice-related dimensions. For instance, what are the historical causes and current drivers of climate change? What are the impacts of climate change on communities around the world? How does climate change intersect with histories and on-going systems of racism, colonialism, ableism, and gender inequity? In considering such questions, we will consult a variety of resources (e.g., journalism, art, scientific reports, policy papers) and will practice thinking about climate change through a range of disciplinary lenses (e.g., philosophy, religion, climatology, literary studies). Moreover, since learning about climate change often results in feelings of despair, fear, grief, and other demotivating feelings, this course will emphasize how students, activists, scientists, writers, and artists around the world are responding creatively to the challenges of climate change and climate injustice. In this course, we attempt to join this growing group of engaged citizens and collaboratively contribute to the project of building a world that is resilient, sustainable, and just. Open to fifth and sixth formers, and fourth formers with the permission of the department. This course fulfills the requirement in contemporary global studies.",
MD400,PUBLIC SPEAKING,All terms,1,All terms; 1 course credit,,,False,,"Effective oral expression is the first pillar of communication. In this course, students work toward expressing themselves with skill and purpose in all basic modes of public speaking: extempore, from notes, and from a formal text. The basics of good public speaking are discussed, and models from excellent addresses are observed. Students also evaluate speakers on campus throughout the term. However, most of the class is spent speaking before one’s peers. Students are responsible not only for planning and delivering as many as eight or nine speeches of different types, but also for both providing and profiting from the suggestions of one another. This experiential and analytic approach is the heart of the course. The iPad is used to further support the effort to help students “see” and imagine themselves as public speakers. Mixed among their more formal presentations, extemporaneous speaking is designed as both a fun and challenging change of pace. Open to all students.",
MD406,INTRODUCTION TO LOGIC,Fall term,1,Fall term; 1 course credit,,,False,,"Virtually every human activity involves reasoning and argumentation. We use reasoning and argumentation whenever we solve problems, make decisions, unravel mysteries, or interpret works of art. Logic seeks to clarify reasoning, to separate good reasoning from bad, and to analyze and appraise arguments. In this course, students approach logic from both formal and informal perspectives. Students study the principles of correct reasoning, construct proofs, and develop the skills that are required to apply these principles in everyday life. During the term, students work to solve many “brain teaser”-type problems and answer practice questions from the Law School Admission Test. Issues of proof, meaning, and semantics that are found in introductory college-level philosophy and logic courses are also considered. Open to fifth and sixth formers, and fourth formers with the permission of the department.",
MD438HO,"MULTIDISCIPLINARY RESEARCH METHODS, HONORS",Fall term,1,Fall term; 1 course credit,,KEC Environmental Immersion Program (EIP),True,,"In this team-taught multidisciplinary course on research methodology, students learn how to structure environmental research questions within the traditions of the natural sciences, social sciences, and humanities. The fall term culminates with students defending the individual research proposals that they plan to execute as faculty-directed environmental research projects in the winter and spring terms.",
MD439HO,"ENVIRONMENTAL RESEARCH PROJECT, HONORS",Winter and Spring terms,2,Winter and Spring terms; 2 course credits,,KEC Environmental Immersion Program (EIP),True,,"In the winter and spring terms, students work with their faculty advisers to complete original environmental research projects. Students may pursue projects in the natural sciences, social sciences, humanities, or of a multidisciplinary nature. Students regularly meet with their advisers and in small groups to discuss the progress of their research. Students share their research in a paper following the format of a professional publication and with a poster or presentation in the style used at professional meetings in their field of study.",
